,0,1
0,-406.9831301107139,67.47665311455476
1,59.644992497285735,22.307444560014645
2,6.0449363464917845,15.693112065790752
3,9.395486106827201,15.28681698807581
4,-3.189318540238572,11.57099711022424
5,1.2078444528003198,7.02562567186155
6,-8.586309115637407,6.660438329352081
7,-8.201217413700386,7.910866319807416
8,-10.282291131958033,6.887399210059977
9,-0.6813111801581649,5.182967020302061
10,-12.106704181061064,4.691255487049707
11,2.961621106382926,6.631070122945242
12,-5.7705109728243045,4.52153153515674
13,-0.22506847328453286,1.327758882007824
14,0.9315195798122851,0.8245703887132904
15,-0.20297751763528563,0.4700718357172837
16,0.008624849036735705,0.39291777669118605
17,0.10761915151269982,0.3737865810389518
18,-0.034082341382831415,0.22180853603748965
19,0.0578417001566465,0.24405953397641922
20,-0.049460304602642814,0.2257095526316783
21,0.01724959744613213,0.20415421649085216
22,-0.06772849287138669,0.2270828466943227
23,-0.030130194284960696,0.18003750203952784
24,-0.1495855685789091,0.18432120936334678
25,-0.04837129536029964,0.15651698888028098
26,-0.9862211477643215,0.6165586500491169
27,0.33296754920867117,0.33060863640746063
28,-0.07871575405747368,0.20900942018044114
29,0.12011818056427133,0.19228765631082737
30,0.086685225247804,0.17865642582809205
31,0.028151953247081432,0.10420574781135358
32,0.03397914425579003,0.1195613494780858
33,0.031021082046242675,0.10577481709704425
34,0.05774363232057958,0.08854854124538185
35,0.014146880349626415,0.0895405460377849
36,0.029776878426031394,0.08974573776168931
37,0.0068083839141928745,0.07688608375080662
38,0.02969959301208923,0.07579330526777209
